,file_name,confidence,transcript,tokens,streets,numbers,full_streets
69,sample55-25818-20200501-1240.wav,0.773810744,"nineteen eighty-two and the cardiac Florida 1190 Adams Street Dorchester 1119 Adams Rd, 12:20 to see mm 1190 Adams","['nineteen', 'and', 'the', 'cardiac', 'Florida', 'Adams', 'Street', 'Dorchester', 'Adams', 'Rd', 'to', 'see', 'mm', 'Adams']","The , Adams , Dorchester , Adams , Adams","['1190', '1119']","['1119 Dorchester', '1119 Adams', '1119 The', '1190 The', '1190 Adams', '1190 Dorchester']"
70,sample856-25818-20200501-0044.wav,0.830619216, 39 respiratory distress 198th Street South Boston engine 39 respiratory distress 196 E Street South Boston us box office 7217 West 5th Street at least paid 007,"['respiratory', 'distress', 'Street', 'South', 'Boston', 'engine', 'respiratory', 'distress', 'E', 'Street', 'South', 'Boston', 'us', 'box', 'office', 'West', 'Street', 'at', 'least', 'paid']","South , Boston , South , Boston , West , 5th","['196', '7217']","['196 5th', '7217 Boston', '7217 West', '196 West', '196 South', '7217 South', '196 Boston', '7217 5th']"
71,sample391-25818-20200501-1140.wav,0.9056951999999999,1442 Washington this summer,"['Washington', 'this', 'summer']","Washington , Summer",['1442'],"['1442 Washington', '1442 Summer']"
72,sample1199-25818-20200501-0741.wav,0.699381411,3019 Hotel Drive,"['Hotel', 'Drive']",Drive,['3019'],['3019 Drive']
73,sample558-25818-20200501-1409.wav,0.7327385540000001, yes please cancel the 2 credit cards,"['yes', 'please', 'cancel', 'the', 'credit', 'cards']",The,['2'],['2 The']
74,sample1043-25818-20200501-1110.wav,0.655962884,Roxbury 1955 a medical assistant 5150 Washington Street West Roxbury your Xbox to 9 at your house $0.55 fifty,"['Roxbury', 'a', 'medical', 'assistant', 'Washington', 'Street', 'West', 'Roxbury', 'your', 'Xbox', 'to', 'at', 'your', 'house', 'fifty']","Washington , West",['5150'],"['5150 Washington', '5150 West']"
75,sample1123-25818-20200501-1339.wav,0.728203237, 715 is I can roll over that way,"['is', 'I', 'can', 'roll', 'over', 'that', 'way']",Way,['715'],['715 Way']
76,sample73-25818-20200501-1240.wav,0.693433106,Kip Moore the respiratory 29 Saratoga Street East Boston Gemini's Saratoga one of your comments and 12 Thirty one eight seven,"['Kip', 'Moore', 'the', 'respiratory', 'Saratoga', 'Street', 'East', 'Boston', 'Gemini', 'Saratoga', 'one', 'of', 'your', 'comments', 'and', 'Thirty', 'one', 'eight', 'seven']","Moore , The , Saratoga , East , Boston , Saratoga , Seven",['29'],"['29 Boston', '29 Moore', '29 East', '29 The', '29 Saratoga', '29 Seven']"
77,sample701-25818-20200501-0243.wav,0.6040211320000001,doesn't for 31 for 31 and yesterday but I want to put my head,"['does', 'for', 'for', 'and', 'yesterday', 'but', 'I', 'want', 'to', 'put', 'my', 'head']",Head,['31'],['31 Head']
78,sample137-25818-20200501-0941.wav,0.7243264909999999,Alpha One one that was with the security at 15 custom,"['Alpha', 'One', 'one', 'that', 'was', 'with', 'the', 'security', 'at', 'custom']","The , Custom",['15'],"['15 The', '15 Custom']"
79,sample146-25818-20200501-1040.wav,0.766483128,Charlestown 5925 Samuel Morse Way Charlestown your Xbox or PS4 Street in Decatur Street at 11,"['Charlestown', 'Samuel', 'Morse', 'Way', 'Charlestown', 'your', 'Xbox', 'or', 'Street', 'in', 'Decatur', 'Street', 'at']","Charlestown , Morse , Way , Charlestown , Decatur",['PS4'],"['PS4 Charlestown', 'PS4 Way', 'PS4 Morse', 'PS4 Decatur']"
80,sample593-25818-20200501-1409.wav,0.8265956040000001,which is fish Avenue Boston engine 33 Matter 15 Master box activation 145th Avenue Boston nearest box 159 Massachusetts Ave and Boylston that's 1407,"['which', 'is', 'fish', 'Avenue', 'Boston', 'engine', 'Matter', 'Master', 'box', 'activation', 'Avenue', 'Boston', 'nearest', 'box', 'Massachusetts', 'Ave', 'and', 'Boylston', 'that']","Fish , Avenue , Boston , Avenue , Boston , Massachusetts , Boylston",['159'],"['159 Massachusetts', '159 Avenue', '159 Boylston', '159 Fish', '159 Boston']"
81,sample1262-25818-20200501-1310.wav,0.656466007,One Park way over them,"['One', 'Park', 'way', 'over', 'them']","Park , Way",['One'],"['One Park', 'One Way']"
82,sample1262-25818-20200501-1310.wav,0.7675786609999999, if you can meet you over to Kelsey's Route 1 North on 6th Street on-ramp currently in DMV healthy beaches off and now unaware of those news.,"['if', 'you', 'can', 'meet', 'you', 'over', 'to', 'Kelsey', 'Route', 'North', 'on', 'Street', 'currently', 'in', 'DMV', 'healthy', 'beaches', 'off', 'and', 'now', 'unaware', 'of', 'those', 'news']","North , 6th , Off",['1'],"['1 6th', '1 Off', '1 North']"
83,sample33-25818-20200501-0413.wav,0.607265651,and then the one from that picture or the one from yesterday the one from 294 degree,"['and', 'then', 'the', 'one', 'from', 'that', 'picture', 'or', 'the', 'one', 'from', 'yesterday', 'the', 'one', 'from', 'degree']","The , The , The",['294'],['294 The']
84,sample801-25818-20200501-0911.wav,0.650740981, 733 Ladder 15 are going to be the right company 8:40,"['Ladder', 'are', 'going', 'to', 'be', 'the', 'right', 'company']",The,['733'],['733 The']
85,sample1088-25818-20200501-0811.wav,0.791615546,575 the morning I'll be in at 6. McDonald's now until 4 p.m. please,"['the', 'morning', 'I', 'be', 'in', 'at', 'McDonald', 'now', 'until', 'please']","The , Mcdonald",['4'],"['4 Mcdonald', '4 The']"
86,sample482-25818-20200501-0512.wav,0.70524919,so I ran blame you make a plane about sixty four one Marine way it's 502,"['so', 'I', 'ran', 'blame', 'you', 'make', 'a', 'plane', 'about', 'sixty', 'four', 'one', 'Marine', 'way', 'it']","Marine , Way",['one'],"['one Marine', 'one Way']"
87,sample830-25818-20200501-0911.wav,0.7069856520000001,cardiac disorders 1 million Kilmarnock Street Boston nineteen Twenty-One a cardiac disorders 108 Kilmarnock Street Boston nearest box 2347 Park Drive until May zero eight fifty-eight,"['cardiac', 'disorders', 'million', 'Kilmarnock', 'Street', 'Boston', 'nineteen', 'a', 'cardiac', 'disorders', 'Kilmarnock', 'Street', 'Boston', 'nearest', 'box', 'Park', 'Drive', 'until', 'May', 'zero', 'eight']","Kilmarnock , Boston , Kilmarnock , Boston , Park , Drive , May",['108'],"['108 May', '108 Park', '108 Kilmarnock', '108 Boston', '108 Drive']"
88,sample1222-25818-20200501-0542.wav,0.8463010790000001,2501 Rivermoor Street West Roxbury thank you letter 25 faster box activation 0 1000 West Roxbury your Xbox or Garden Street in Amarillo Globe E R C 0 531,"['Rivermoor', 'Street', 'West', 'Roxbury', 'thank', 'you', 'letter', 'faster', 'box', 'activation', 'West', 'Roxbury', 'your', 'Xbox', 'or', 'Garden', 'Street', 'in', 'Amarillo', 'Globe', 'E', 'R', 'C']","West , West , Garden",['2501'],"['2501 Garden', '2501 West']"
89,sample1163-25818-20200501-1339.wav,0.6569340229999999,Texas want a car towed over here at the C3 address and fifteen point in to your wife e s t o y e s and they want an apartment those shows back to the beach kids in Seminole Club apartment 215 voice,"['Texas', 'want', 'a', 'car', 'towed', 'over', 'here', 'at', 'the', 'address', 'and', 'fifteen', 'point', 'in', 'to', 'your', 'wife', 'e', 's', 't', 'o', 'y', 'e', 's', 'and', 'they', 'want', 'an', 'apartment', 'those', 'shows', 'back', 'to', 'the', 'beach', 'kids', 'in', 'Seminole', 'Club', 'apartment', 'voice']","The , The , Beach , Seminole",['215'],"['215 Beach', '215 Seminole', '215 The']"
90,sample261-25818-20200501-0213.wav,0.81232363,for what kind of verbal disturbance outside 3920 Berry Court,"['for', 'what', 'kind', 'of', 'verbal', 'disturbance', 'outside', 'Berry', 'Court']","Berry , Court",['3920'],"['3920 Berry', '3920 Court']"
91,sample841-25818-20200501-0911.wav,0.7648528809999999,790 Boylston Street,"['Boylston', 'Street']",Boylston,['790'],['790 Boylston']
92,sample138-25818-20200501-0941.wav,0.8404487970000001,Boston flatter one I'm excellent at 120 Commercial Street Boston nearest box 1251 Richmond and Commercial Street zero nine thirty nine,"['Boston', 'flatter', 'one', 'I', 'excellent', 'at', 'Commercial', 'Street', 'Boston', 'nearest', 'box', 'Richmond', 'and', 'Commercial', 'Street', 'zero', 'nine', 'thirty', 'nine']","Boston , Commercial , Boston , Richmond , Commercial",['120'],"['120 Commercial', '120 Richmond', '120 Boston']"
93,sample687-25818-20200501-0243.wav,0.695795655,that's 197 Columbus Ave Apartment for call is important that there's a millionaire for parts and yelling and screaming and throwing things,"['that', 'Columbus', 'Ave', 'Apartment', 'for', 'call', 'is', 'important', 'that', 'there', 'a', 'millionaire', 'for', 'parts', 'and', 'yelling', 'and', 'screaming', 'and', 'throwing', 'things']",Columbus,['197'],['197 Columbus']
94,sample1253-25818-20200501-1310.wav,0.880470634,124 Ricker Road,"['Ricker', 'Road']",Ricker,['124'],['124 Ricker']
95,sample1253-25818-20200501-1310.wav,0.807938516, extension 1 24 River Road to a synthetic one is precautions s box 1241 Allen Street at Ricker Road,"['extension', 'River', 'Road', 'to', 'a', 'synthetic', 'one', 'is', 'precautions', 's', 'box', 'Allen', 'Street', 'at', 'Ricker', 'Road']","River , Allen , Ricker","['24', 'at']","['at Allen', 'at Ricker', '24 Ricker', 'at River', '24 River', '24 Allen']"
96,sample719-25818-20200501-1210.wav,0.686056674,female Celcius Hudson breathing be responsible for 281 467 area,"['female', 'Celcius', 'Hudson', 'breathing', 'be', 'responsible', 'for', 'area']",Hudson,['281'],['281 Hudson']
97,sample214-25818-20200501-0612.wav,0.733413517,you're watching broadcast the red spots 3156 Josephine Street 05239,"['you', 'watching', 'broadcast', 'the', 'red', 'spots', 'Josephine', 'Street']","The , Red , Josephine",['3156'],"['3156 Josephine', '3156 The', '3156 Red']"
98,sample939-25818-20200501-1011.wav,0.701156557,94360 + 102 yeah that's that's a custody dispute that's going on over here she's not sure the apartment number off the name on the mailbox should be Florentino,"['yeah', 'that', 'that', 'a', 'custody', 'dispute', 'that', 'going', 'on', 'over', 'here', 'she', 'not', 'sure', 'the', 'apartment', 'number', 'off', 'the', 'name', 'on', 'the', 'mailbox', 'should', 'be', 'Florentino']","The , Off , The , The",['94360'],"['94360 Off', '94360 The']"
99,sample3-25818-20200501-0413.wav,0.855655134,975 Massachusetts Avenue Roxbury 1914 a cardiac arrest 975 Massachusetts Avenue Roxbury nearest box 7271 Massachusetts Glenway zero three Forty Four,"['Massachusetts', 'Avenue', 'Roxbury', 'a', 'cardiac', 'arrest', 'Massachusetts', 'Avenue', 'Roxbury', 'nearest', 'box', 'Massachusetts', 'Glenway', 'zero', 'three', 'Forty', 'Four']","Massachusetts , Avenue , Massachusetts , Avenue , Massachusetts","['975', '975']","['975 Massachusetts', '975 Avenue']"
100,sample908-25818-20200501-0642.wav,0.76718539,19 Ocean or the morning,"['Ocean', 'or', 'the', 'morning']",The,['19'],['19 The']
101,sample164-25818-20200501-1040.wav,0.6426619889999999,along with the MetroPCS 498 right now,"['along', 'with', 'the', 'MetroPCS', 'right', 'now']",The,['498'],['498 The']
102,sample948-25818-20200501-1011.wav,0.629099965,what you could have to go buy a house under the next 15 to 20,"['what', 'you', 'could', 'have', 'to', 'go', 'buy', 'a', 'house', 'under', 'the', 'next', 'to']",The,['15'],['15 The']
103,sample186-25818-20200501-1040.wav,0.842173278,5331 Commonwealth Ave and Wallingford Road 1034,"['Commonwealth', 'Ave', 'and', 'Wallingford', 'Road']",Commonwealth,['5331'],['5331 Commonwealth']
104,sample947-25818-20200501-1011.wav,0.665095687,when the police professional responsibilities 137 West Village at 9:51,"['when', 'the', 'police', 'professional', 'responsibilities', 'West', 'Village', 'at']","The , West , Village",['137'],"['137 Village', '137 The', '137 West']"
105,sample290-25818-20200501-1509.wav,0.8039432759999999,after nineteen twenty one and a known medical 14 Pearl Street Dorchester your Xbox 1871 Pleasant and lonely Street 1448,"['after', 'nineteen', 'twenty', 'one', 'and', 'a', 'known', 'medical', 'Pearl', 'Street', 'Dorchester', 'your', 'Xbox', 'Pleasant', 'and', 'lonely', 'Street']","Pearl , Dorchester , Pleasant",['1871'],"['1871 Dorchester', '1871 Pleasant', '1871 Pearl']"
106,sample243-25818-20200501-0213.wav,0.736772835, anywhere 7/64 will I mean Martin I'm sorry 764 more High Falls,"['anywhere', 'will', 'I', 'mean', 'Martin', 'I', 'sorry', 'more', 'High', 'Falls']","Martin , High",['764'],"['764 High', '764 Martin']"
107,sample420-25818-20200501-1140.wav,0.798451006,5528 Central Station alarm to 4262 Georgetown Drive Hyde Park engine 5528 a Central Station along Route 46 to 60. Georgetown Drive Hyde Park nearest box 388 Georgetown in Margaretta PRS 11:39,"['Central', 'Station', 'alarm', 'to', 'Georgetown', 'Drive', 'Hyde', 'Park', 'engine', 'a', 'Central', 'Station', 'along', 'Route', 'to', 'Georgetown', 'Drive', 'Hyde', 'Park', 'nearest', 'box', 'Georgetown', 'in', 'Margaretta', 'PRS']","Central , Station , Georgetown , Drive , Hyde , Park , Central , Station , Georgetown , Drive , Hyde , Park , Georgetown","['5528', '4262', '46']","['4262 Station', '4262 Drive', '5528 Hyde', '4262 Central', '46 Georgetown', '5528 Station', '46 Central', '4262 Georgetown', '5528 Central', '5528 Georgetown', '5528 Park', '46 Hyde', '5528 Drive', '46 Park', '46 Station', '4262 Park', '4262 Hyde', '46 Drive']"
108,sample1003-25818-20200501-0143.wav,0.770902038,200 Clarendon,['Clarendon'],Clarendon,['200'],['200 Clarendon']
109,sample712-25818-20200501-0243.wav,0.818311155,you said Martin Luther King Junior Boulevard Roxbury engine 14 respiratory distress too lazy Martin Luther King Junior Boulevard Roxbury your Xbox to 159 Heritage Loop is King Boulevard and alcohol. Zero two forty-two,"['you', 'said', 'Martin', 'Luther', 'King', 'Junior', 'Boulevard', 'Roxbury', 'engine', 'respiratory', 'distress', 'too', 'lazy', 'Martin', 'Luther', 'King', 'Junior', 'Boulevard', 'Roxbury', 'your', 'Xbox', 'to', 'Heritage', 'Loop', 'is', 'King', 'Boulevard', 'and', 'alcohol', 'Zero', 'two']","Martin , Luther , King , Boulevard , Martin , Luther , King , Boulevard , Heritage , King , Boulevard",['159'],"['159 Martin', '159 Boulevard', '159 Heritage', '159 King', '159 Luther']"
110,sample444-25818-20200501-0841.wav,0.7458700540000001,Fox 5193 Washington Street zero eight thirty,"['Fox', 'Washington', 'Street', 'zero', 'eight', 'thirty']","Fox , Washington",['5193'],"['5193 Washington', '5193 Fox']"
111,sample140-25818-20200501-0941.wav,0.62681222,travel album or can you take me off the 541 River Street checking on a vehicle,"['travel', 'album', 'or', 'can', 'you', 'take', 'me', 'off', 'the', 'River', 'Street', 'checking', 'on', 'a', 'vehicle']","Off , The , River",['541'],"['541 Off', '541 River', '541 The']"
112,sample332-25818-20200501-1509.wav,0.755544722,7 to our system 1576 Dorchester Ave an outside investigation a fault,"['to', 'our', 'system', 'Dorchester', 'Ave', 'an', 'outside', 'investigation', 'a', 'fault']",Dorchester,['1576'],['1576 Dorchester']
113,sample131-25818-20200501-0941.wav,0.697746456,41 a lot of gold and Cottage,"['a', 'lot', 'of', 'gold', 'and', 'Cottage']","Gold , Cottage",['41'],"['41 Cottage', '41 Gold']"
114,sample1264-25818-20200501-1310.wav,0.607190549,to watch on River Road,"['to', 'watch', 'on', 'River', 'Road']",River,['to'],['to River']
115,sample912-25818-20200501-0642.wav,0.83977592,35 Rockland Street Foster pending for a cardiac disorder 5 Blossom Street Boston Red Sox 1354 Cambridge and Garden Street 06,"['Rockland', 'Street', 'Foster', 'pending', 'for', 'a', 'cardiac', 'disorder', 'Blossom', 'Street', 'Boston', 'Red', 'Sox', 'Cambridge', 'and', 'Garden', 'Street']","Rockland , Foster , Blossom , Boston , Red , Cambridge , Garden","['35', '1354']","['35 Red', '1354 Garden', '1354 Rockland', '1354 Red', '35 Foster', '35 Cambridge', '35 Blossom', '35 Garden', '1354 Boston', '1354 Blossom', '1354 Foster', '1354 Cambridge', '35 Boston', '35 Rockland']"
116,sample732-25818-20200501-1210.wav,0.578094304,the street and Columbus 40881 Summer Street,"['the', 'street', 'and', 'Columbus', 'Summer', 'Street']","The , Columbus , Summer",['40881'],"['40881 Summer', '40881 Columbus', '40881 The']"
117,sample100-25818-20200501-0941.wav,0.55368036,what address you have me off at 4 this MBA,"['what', 'address', 'you', 'have', 'me', 'off', 'at', 'this', 'MBA']",Off,['4'],['4 Off']
118,sample879-25818-20200501-0044.wav,0.835297585, mushroom available if somebody in the front and act of 841 Boylston will take,"['mushroom', 'available', 'if', 'somebody', 'in', 'the', 'front', 'and', 'act', 'of', 'Boylston', 'will', 'take']","The , Boylston",['841'],"['841 Boylston', '841 The']"
119,sample1255-25818-20200501-1310.wav,0.7267867920000001,I'm from that website called at 1621 Washington Street at the market wage doesn't mail this to some money from the register I'm trying to get the details,"['I', 'from', 'that', 'website', 'called', 'at', 'Washington', 'Street', 'at', 'the', 'market', 'wage', 'does', 'mail', 'this', 'to', 'some', 'money', 'from', 'the', 'register', 'I', 'trying', 'to', 'get', 'the', 'details']","Washington , The , Market , The , The",['1621'],"['1621 The', '1621 Market', '1621 Washington']"
120,sample267-25818-20200501-1509.wav,0.6979959609999999,you have a sub shop year old male was difficult to leave it to me today on the ambulances 75 year old male,"['you', 'have', 'a', 'sub', 'shop', 'year', 'old', 'male', 'was', 'difficult', 'to', 'leave', 'it', 'to', 'me', 'today', 'on', 'the', 'ambulances', 'year', 'old', 'male']","Old , The , Old",['75'],"['75 Old', '75 The']"
121,sample681-25818-20200501-1439.wav,0.7710675,for medical industry and Dearborn Street Roxbury your Xbox to 126 Albany Street and argue 5th streets 1438,"['for', 'medical', 'industry', 'and', 'Dearborn', 'Street', 'Roxbury', 'your', 'Xbox', 'to', 'Albany', 'Street', 'and', 'argue', 'streets']","Dearborn , Albany , 5th",['126'],"['126 Albany', '126 Dearborn', '126 5th']"
122,sample923-25818-20200501-0642.wav,0.67013365,we get a long coming in for 115 Southampton Street,"['we', 'get', 'a', 'long', 'coming', 'in', 'for', 'Southampton', 'Street']","Long , Southampton",['115'],"['115 Long', '115 Southampton']"
123,sample743-25818-20200501-1210.wav,0.76784277,2833 Washington Street West Roxbury 4833 Watts plenty of comments 1155 8 5,"['Washington', 'Street', 'West', 'Roxbury', 'Watts', 'plenty', 'of', 'comments']","Washington , West",['2833'],"['2833 West', '2833 Washington']"
124,sample808-25818-20200501-0911.wav,0.724563658, 40 Logan with the product,"['Logan', 'with', 'the', 'product']","Logan , The",['40'],"['40 The', '40 Logan']"
125,sample1224-25818-20200501-0542.wav,0.756007612,on the sales block from the doorway to address 98 West 1st North Hall,"['on', 'the', 'sales', 'block', 'from', 'the', 'doorway', 'to', 'address', 'West', 'North', 'Hall']","The , The , West , 1st , North , Hall",['98'],"['98 North', '98 1st', '98 The', '98 Hall', '98 West']"
126,sample1165-25818-20200501-1339.wav,0.85781467,17th Street Norton Street Dorchester 1817 and are no magical 4th Street and Norton Street Georgia Xbox three one two three bolts that Hamilton Street,"['Street', 'Norton', 'Street', 'Dorchester', 'and', 'are', 'no', 'magical', 'Street', 'and', 'Norton', 'Street', 'Georgia', 'Xbox', 'three', 'one', 'two', 'three', 'bolts', 'that', 'Hamilton', 'Street']","Norton , Dorchester , 4th , Norton , Hamilton",['17th'],"['17th Norton', '17th Hamilton', '17th 4th', '17th Dorchester']"
127,sample29-25818-20200501-0413.wav,0.720407784,have you have a good shot to Park Drive 107 Park Drive in to see him in the comments,"['have', 'you', 'have', 'a', 'good', 'shot', 'to', 'Park', 'Drive', 'Park', 'Drive', 'in', 'to', 'see', 'him', 'in', 'the', 'comments']","Park , Drive , Park , Drive , The",['107'],"['107 Park', '107 The', '107 Drive']"
128,sample417-25818-20200501-1140.wav,0.792278588,for a false asthmatic 279 Madison Ave for a fault there's box 232 Madison Avenue Walnut Street,"['for', 'a', 'false', 'asthmatic', 'Madison', 'Ave', 'for', 'a', 'fault', 'there', 'box', 'Madison', 'Avenue', 'Walnut', 'Street']","Madison , Madison , Avenue , Walnut",['232'],"['232 Madison', '232 Avenue', '232 Walnut']"
129,sample417-25818-20200501-1140.wav,0.76800853, say the illness you monitor your comments as well 121 West 7th Street Mattapan 141 West 37th Street,"['say', 'the', 'illness', 'you', 'monitor', 'your', 'comments', 'as', 'well', 'West', 'Street', 'Mattapan', 'West', 'Street']","The , Well , West , 7th , West","['121', '141']","['141 7th', '141 Well', '121 West', '141 West', '141 The', '121 Well', '121 7th', '121 The']"
130,sample825-25818-20200501-0911.wav,0.845983624,Neil Street South Boston 39 a cardiac arrest 25 James O'Neil Street South Boston Red Sox 724 Preble Street and Old Colony Ave 0 and 55.,"['Neil', 'Street', 'South', 'Boston', 'a', 'cardiac', 'arrest', 'James', 'Street', 'South', 'Boston', 'Red', 'Sox', 'Preble', 'Street', 'and', 'Old', 'Colony', 'Ave', 'and']","South , Boston , James , South , Boston , Red , Preble , Old , Colony","['25', '724']","['25 Colony', '724 Red', '724 Preble', '25 Red', '25 James', '724 James', '25 South', '724 Old', '724 Colony', '25 Preble', '25 Boston', '25 Old', '724 South', '724 Boston']"
131,sample5-25818-20200501-0413.wav,0.7232843640000001,Salman has been seen by going to give him a ride to 89 Marion Street in Brooklyn,"['Salman', 'has', 'been', 'seen', 'by', 'going', 'to', 'give', 'him', 'a', 'ride', 'to', 'Marion', 'Street', 'in', 'Brooklyn']",Marion,['89'],['89 Marion']
132,sample274-25818-20200501-1509.wav,0.6919627190000001,thanks 21 months. For 70 South Hampton Street Roxbury I'm requesting looks like an EP 21,"['thanks', 'months', 'For', 'South', 'Hampton', 'Street', 'Roxbury', 'I', 'requesting', 'looks', 'like', 'an', 'EP']","South , Hampton",['70'],"['70 Hampton', '70 South']"
133,sample1019-25818-20200501-0343.wav,0.607880116,416 Summer Morning on,"['Summer', 'Morning', 'on']",Summer,['416'],['416 Summer']
134,sample212-25818-20200501-0612.wav,0.843674898,I'll go check the commercial lot 112 South Street fourth floor Academy of realist art,"['I', 'go', 'check', 'the', 'commercial', 'lot', 'South', 'Street', 'fourth', 'floor', 'Academy', 'of', 'realist', 'art']","The , Commercial , South , Academy",['112'],"['112 Commercial', '112 The', '112 South', '112 Academy']"
135,sample429-25818-20200501-0841.wav,0.638636768,on the Falls accordingly damn 2300 Watson Street,"['on', 'the', 'Falls', 'accordingly', 'damn', 'Watson', 'Street']","The , Watson",['2300'],"['2300 The', '2300 Watson']"
136,sample1016-25818-20200501-0343.wav,0.8429937959999999,the investigation 509 Cambridge Street Brighton 509 Cambridge Street outside,"['the', 'investigation', 'Cambridge', 'Street', 'Brighton', 'Cambridge', 'Street', 'outside']","The , Cambridge , Brighton , Cambridge","['509', '509']","['509 The', '509 Cambridge', '509 Brighton']"
137,sample865-25818-20200501-0044.wav,0.653595626,25 Rockville for 3,"['Rockville', 'for']",Rockville,['25'],['25 Rockville']
138,sample66-25818-20200501-1240.wav,0.7010067109999999,"Fairmont Avenue Mattapan your Xbox 360 7, is highway at Brookhaven Street to 12","['Fairmont', 'Avenue', 'Mattapan', 'your', 'Xbox', 'is', 'highway', 'at', 'Brookhaven', 'Street', 'to']","Fairmont , Avenue",['360'],"['360 Fairmont', '360 Avenue']"
139,sample930-25818-20200501-1011.wav,0.7274345759999999,242 back in the district 9:40,"['back', 'in', 'the', 'district']",The,['242'],['242 The']
140,sample670-25818-20200501-1439.wav,0.7776048179999999,124 Mosley Street Dorchester 44 Mosley Street single family home monitor comments feature,"['Mosley', 'Street', 'Dorchester', 'Mosley', 'Street', 'single', 'family', 'home', 'monitor', 'comments', 'feature']",Dorchester,"['124', '44']","['44 Dorchester', '124 Dorchester']"
141,sample321-25818-20200501-1509.wav,0.783045828, maybe six year old male check your notes and rests nearest box 3211 Lincoln Street in Milton Ave 1502,"['maybe', 'six', 'year', 'old', 'male', 'check', 'your', 'notes', 'and', 'rests', 'nearest', 'box', 'Lincoln', 'Street', 'in', 'Milton', 'Ave']","Old , Lincoln , Milton",['3211'],"['3211 Lincoln', '3211 Old', '3211 Milton']"
142,sample26-25818-20200501-0413.wav,0.749939382,37107 Park Drive Boston engine 37 a seizure 107 Park Drive Boston your Xbox to 3 a.m. lunch is Sherry after these days 0 4 0 5,"['Park', 'Drive', 'Boston', 'engine', 'a', 'seizure', 'Park', 'Drive', 'Boston', 'your', 'Xbox', 'to', 'lunch', 'is', 'Sherry', 'after', 'these', 'days']","Park , Drive , Boston , Park , Drive , Boston","['37107', '107']","['37107 Park', '107 Boston', '107 Park', '107 Drive', '37107 Boston', '37107 Drive']"
143,sample384-25818-20200501-1140.wav,0.784440458,free plan for the engine 7 ladder 17 all out box 1571,"['free', 'plan', 'for', 'the', 'engine', 'ladder', 'all', 'out', 'box']",The,['7'],['7 The']
144,sample919-25818-20200501-0642.wav,0.8453466890000001,Roxbury engine 37 ladder 26 a local alarm 376 Riverway Roxbury your Xbox 238 Riverway at 376-0635,"['Roxbury', 'engine', 'ladder', 'a', 'local', 'alarm', 'Riverway', 'Roxbury', 'your', 'Xbox', 'Riverway', 'at']","Riverway , Riverway",['238'],['238 Riverway']
145,sample1085-25818-20200501-0811.wav,0.766346931,L Street South and 145 Bunker Hill and 7th,"['L', 'Street', 'South', 'and', 'Bunker', 'Hill', 'and']","South , Hill , 7th",['145'],"['145 South', '145 7th', '145 Hill']"
146,sample400-25818-20200501-1140.wav,0.769418478,55 Middlesex Ave Zoli call from small for,"['Middlesex', 'Ave', 'Zoli', 'call', 'from', 'small', 'for']",Middlesex,['55'],['55 Middlesex']
147,sample1067-25818-20200501-1110.wav,0.842249393,Massachusetts Avenue Boston engine 33 lot of 15 said owner of natural gas Boylston Street and Massachusetts Avenue Boston Red Sox 159 Massachusetts Avenue Boylston Street to 11:07,"['Massachusetts', 'Avenue', 'Boston', 'engine', 'lot', 'of', 'said', 'owner', 'of', 'natural', 'gas', 'Boylston', 'Street', 'and', 'Massachusetts', 'Avenue', 'Boston', 'Red', 'Sox', 'Massachusetts', 'Avenue', 'Boylston', 'Street', 'to']","Massachusetts , Avenue , Boston , Boylston , Massachusetts , Avenue , Boston , Red , Massachusetts , Avenue , Boylston",['159'],"['159 Red', '159 Massachusetts', '159 Avenue', '159 Boylston', '159 Boston']"
148,sample366-25818-20200501-1140.wav,0.830541193, this is for Cyclops 1571 South of your receipt for $575 oil complete floor,"['this', 'is', 'for', 'Cyclops', 'South', 'of', 'your', 'receipt', 'for', 'oil', 'complete', 'floor']",South,['1571'],['1571 South']
149,sample440-25818-20200501-0841.wav,0.802791059,manager. Power ladder streets a structure fire 39 snow Street prices nearest box 5193 Washington and snow Street 08,"['manager', 'Power', 'ladder', 'streets', 'a', 'structure', 'fire', 'snow', 'Street', 'prices', 'nearest', 'box', 'Washington', 'and', 'snow', 'Street']","Power , Snow , Washington , Snow",['39'],"['39 Snow', '39 Washington', '39 Power']"
150,sample628-25818-20200501-1439.wav,0.806492805,how's the temperature 5th Avenue Boston 1833 lot of 15 Master box activation 145th Avenue Boston nearest box 159 Massachusetts Avenue Boylston Street 1407,"['how', 'the', 'temperature', 'Avenue', 'Boston', 'lot', 'of', 'Master', 'box', 'activation', 'Avenue', 'Boston', 'nearest', 'box', 'Massachusetts', 'Avenue', 'Boylston', 'Street']","The , 5th , Avenue , Boston , Avenue , Boston , Massachusetts , Avenue , Boylston",['1833'],"['1833 Boston', '1833 Boylston', '1833 The', '1833 Massachusetts', '1833 5th', '1833 Avenue']"
